Timestamp,KneeAngle
2.2018487394957984,135.49616450016865
2.2352100840336133,139.2039897517136
2.2685714285714287,138.6387002591617
2.3019327731092436,143.28306647062703
2.3352941176470585,143.19103057461749
2.368655462184874,146.90321206550107
2.402016806722689,144.98306993404375
2.435378151260504,143.6001429240166
2.468739495798319,143.35012521355586
2.5021008403361344,143.61132309624975
2.5354621848739494,142.86511120118698
2.5688235294117647,142.30074797837057
2.6021848739495796,135.1492418226559
2.635546218487395,132.13609822370427
2.66890756302521,132.24176276059052
2.7022689075630253,129.79608783481396
2.73563025210084,130.69615686651963
2.768991596638655,126.45196770408714
2.8023529411764705,123.87463279969633
2.8357142857142854,121.33846238431285
2.8690756302521008,117.50907795138134
2.9024369747899157,115.72889693816907
2.935798319327731,116.31433207621043
2.969159663865546,112.70536017764755
3.0025210084033613,113.28795126054952
3.0358823529411763,112.2261722901516
3.0692436974789916,109.25524810548988
3.1026050420168065,107.86926103931322
3.135966386554622,108.49761112352014
3.169327731092437,107.55933264136534
3.2026890756302517,106.36168023020618
3.236050420168067,105.16672492541439
3.269411764705882,100.9304203153776
3.3027731092436974,97.30711210805525
3.3361344537815123,101.44402886789027
3.3694957983193277,99.98544200336104
3.4028571428571426,96.50361036928871
3.436218487394958,94.84304066337431
3.469579831932773,95.37036642985436
3.5029411764705882,97.04202203488798
3.536302521008403,103.7312777301535
7.506302521008403,109.49500867105057
7.6063865546218485,115.57377842295905
7.639747899159664,116.15911110281611
7.673109243697478,117.65569535416014
7.706470588235294,118.38463892627705
7.739831932773109,121.13298477263717
7.773193277310924,123.28502955252462
7.806554621848739,126.1468129816993
7.839915966386554,130.71175647013615
7.87327731092437,134.96017911373818
7.906638655462184,132.43990006840613
7.9399999999999995,133.6653893736088
7.973361344537815,136.50977890158143
8.00672268907563,135.5588970165228
8.040084033613445,140.03793950771123
8.073445378151261,142.95735458481238
8.106806722689075,137.44230895231325
8.14016806722689,141.86300115273514
8.173529411764706,143.20798308050033
8.20689075630252,144.19285923758525
8.240252100840335,145.17997760014208
8.273613445378151,141.67121960994015
8.306974789915966,141.48661976985616
8.34033613445378,142.99521426272582
8.373697478991597,144.1822133755146
8.407058823529411,144.71306115849893
8.440420168067227,142.69836002736105
8.473781512605042,141.37443390702208
8.507142857142856,142.83374621724428
8.540504201680672,144.33749695219208
8.573865546218487,142.90228994619454
8.607226890756301,137.7929794322824
8.640588235294118,141.5084193977848
8.673949579831932,140.33248632801306
8.707310924369747,141.161869451361
8.740672268907563,137.62393021863366
8.774033613445377,134.426825401148
8.807394957983194,135.26257763020496
8.840756302521008,131.66367901653666
8.874117647058823,95.58971663495632
8.907478991596639,90.29278301944923
8.940840336134453,132.38113192083375
