trial,val_mae,backbone,num_bins,label_smoothing,lr,batch_size
2,1.9993464610096299,convnext_tiny,120,21.900534824495566,3.385226783451975e-05,48
6,2.0750094295441013,resnet50,180,25.394889109546007,0.00011916095713775816,48
5,2.259196295778393,efficientnet_b0,120,18.545587905167856,5.3257327064372034e-05,48
1,3.744083620019885,efficientnet_b0,90,20.21794965268902,1.1992724522955148e-05,48
0,inf,convnext_small,72,29.277836451887865,0.00025959425503112657,48
3,inf,convnext_small,36,25.889700219646304,4.0375061884407564e-05,48
4,inf,convnext_small,48,8.780857428603113,0.0002926758115062131,16
